site_name,latitude,longitude,coordinate_text,coordinate_system,source_file,page,evidence_snippet,duplicate_of,status,similar_names
Gua Tabuhan,,,,,data/google-drive-pdfs/DiasporaMelanesiaNusantara.pdf,101,"nesia di Nusantara Situs Pertanggalan tertua SisamanusiadanAffiliasiRas TinggalanBudaya Material Rujukan Song Terus, Pacitan c. 53.000 BP - Artefaklitikdantulang, perapian, dansisa fauna Sémah et al., 2004; Hameau, 2004 Gua Tabuhan, Pacitan c.45.000 BP - Artefaklitikdansisa fauna Sémah et al., 2003 Gua Braholo, Wonosari c. 34.000 BP Australomelanesid Artefaklitikdantulang, dansisa fauna Simanjuntak, 2002 Liang Burung 2, Maros c. 31.000 BP - Artefa",Gua Tabuhan,duplicate,
Gua Braholo,,,,,data/google-drive-pdfs/DiasporaMelanesiaNusantara.pdf,101,"nBudaya Material Rujukan Song Terus, Pacitan c. 53.000 BP - Artefaklitikdantulang, perapian, dansisa fauna Sémah et al., 2004; Hameau, 2004 Gua Tabuhan, Pacitan c.45.000 BP - Artefaklitikdansisa fauna Sémah et al., 2003 Gua Braholo, Wonosari c. 34.000 BP Australomelanesid Artefaklitikdantulang, dansisa fauna Simanjuntak, 2002 Liang Burung 2, Maros c. 31.000 BP - Artefaklitikdantulang, dansisa fauna Glover, 1981 Liang Sarru, Talaud c. 30.000 BP - A",Gua Braholo,duplicate,
Liang Burung,,,,,data/google-drive-pdfs/DiasporaMelanesiaNusantara.pdf,101,"émah et al., 2004; Hameau, 2004 Gua Tabuhan, Pacitan c.45.000 BP - Artefaklitikdansisa fauna Sémah et al., 2003 Gua Braholo, Wonosari c. 34.000 BP Australomelanesid Artefaklitikdantulang, dansisa fauna Simanjuntak, 2002 Liang Burung 2, Maros c. 31.000 BP - Artefaklitikdantulang, dansisa fauna Glover, 1981 Liang Sarru, Talaud c. 30.000 BP - Artefaklitikdansisa fauna Tanudirjo, 2005 Liang Sakapao 1, Maros c. 30.000 BP - Artefaklitikdansisa fauna Bulb",Liang Burung,duplicate,
Gua Golo,,,,,data/google-drive-pdfs/DiasporaMelanesiaNusantara.pdf,101,"00 BP - Artefaklitikdantulang, dansisa fauna Glover, 1981 Liang Sarru, Talaud c. 30.000 BP - Artefaklitikdansisa fauna Tanudirjo, 2005 Liang Sakapao 1, Maros c. 30.000 BP - Artefaklitikdansisa fauna Bulbeck et al., 2004 Gua Golo, Maluku c. 33.000 BP - Artefaklitik, perapian, dansisa Bellwood et al., 1998 Wajak,Tulungagung 37- 28.000BP? Proto-Australid (Dubois) Australid&Monggolid(Jacob) Alattulang, alatserpih, sisa fauna, Storm et al., 2013 Jac",Gua Golo,duplicate,
Liang Toge,,,,,data/google-drive-pdfs/DiasporaMelanesiaNusantara.pdf,101,"sisa fauna, sisamanusia Heekeren, 1972 Gua-guaBojonegoro - Papuamelanesid Artefaklitik, sisa fauna, sisamanusia Heekeren, 1972 Gua-guaPuger - Malay/ Australomelanesid Artefaklitik, sisa fauna, sisamanusia Heekeren, 1972 Liang Toge, Flors 4-3000 BP Australomelanesid Artefaklitik, sisa fauna, sisamanusia Jacob, 1967 Gilimanuk, Bali Ca. 2000 BP Monggolid Artefakkerang, tembikar, sisa fauna, sisamanusia Soejono, 1984 Melolo, Sumba - Paleomelanesia/ M",Liang Toge,duplicate,
Liang Bua,,,,,data/google-drive-pdfs/DiasporaMelanesiaNusantara.pdf,101,"0 BP Melanesid Artefaklitik, sisa fauna Heekeren, 1972 Song Keplek, Pacitan c. 24.000 BP Australomelnesid Artefaklitikdansisa fauna Simanjuntak, 2002 Lua Meko, Rote c. 24.000 BP - Artefaklitikdansisa fauna Mahirta, 2009 Liang Bua, Flores c. 18.000 BP MMA/ spesiesbaru ? Artefaklitik, sisa faunadanmanusia Jacob, et al., 2006; Morwood et al., 1999 Liang Lemdubu, Kep. Aru c. 28.000 BP MMA Artefaklitik, sisa faunadanmanusia Veth et al.,1998; Bulbeck",Liang Bua,duplicate,
Liang Lemdubu,,,,,data/google-drive-pdfs/DiasporaMelanesiaNusantara.pdf,101,"auna Simanjuntak, 2002 Lua Meko, Rote c. 24.000 BP - Artefaklitikdansisa fauna Mahirta, 2009 Liang Bua, Flores c. 18.000 BP MMA/ spesiesbaru ? Artefaklitik, sisa faunadanmanusia Jacob, et al., 2006; Morwood et al., 1999 Liang Lemdubu, Kep. Aru c. 28.000 BP MMA Artefaklitik, sisa faunadanmanusia Veth et al.,1998; Bulbeck 2005 Gua Toé, KepalaBurung c. 26.000 BP - Artefaklitikdansisa fauna Pasveer, 2003 Niah, Malaysia 46.000 BP Australid Artefaklitik,",Liang Lemdubu,duplicate,
Gua Cha,,,,,data/google-drive-pdfs/DiasporaMelanesiaNusantara.pdf,101,"46.000 BP Australid Artefaklitik, sisa fauna Barker et al 2007 Bellwood, 2000 Tabon, Filipina 47.000 BP Australid Artefaklitik, sisa fauna Dizon et al. 2002 Callao, Filipina 67.000 BP MMA Sisa fauna Mizares et al, 2010 Gua Cha, Malaysia 10-2.000 BP Melanesid Artefak, sisa fauna AdiTaha, 1985 GuaKepah, Malaysia - Australomelanesid&Monggolid Artefak, sisa fauna Jacob, 1967 Tabel Situs-situsakhir Plestosen-Holosenter penting dengan temuan afilia",Gua Cha,duplicate,
Gua Cha,,,,,data/google-drive-pdfs/DiasporaMelanesiaNusantara.pdf,108,"agai salah satu makanan pokok, sekaligus menggambarkan lingkungan yang kaya akan pepohonan dan buah-buahan di kala itu. Karena mudah dikerjakan, tulang- tulangnya juga dimanfaatkan sebagai alat. Sekedar perbandingan, di Gua Cha (Malaysia), babi (Sus scrofa dan Sus barbatus) merupakan hewan buruan utama Serpih-serpih obsidian dari Gua Silabe, Padang Bindu, OKU, Sumatra Selatan Situs Passo Tondano, Sulawesi Utara",Gua Cha,duplicate,
Gua Braholo,,,,,data/google-drive-pdfs/DiasporaMelanesiaNusantara.pdf,109,"108 Diaspora Melanesia di Nusantara di sepanjang hunian gua, menyusul rusa, beruang, kera, badak, dan sapi111. Catatan menarik mengait dengan keberadaan kerang-kerangan laut di situs pedalaman. Di Gua Braholo dan Song Keplek, Gunung Sewu misalnya, walaupun cukup jauh dari pantai (berjarak lurus sekitar 17 km dari garis pantai Samudra Hindia), keberadaan kerang-kerangan laut di samping moluska air tawar dan darat mengindikasi",Gua Braholo,duplicate,
Gua Braholo,,,,,data/google-drive-pdfs/DiasporaMelanesiaNusantara.pdf,111,"gan itu babi pun sudah memungkinkan didomestikasikan. Kegiatan perapian semakin intensif dalam hunian gua. Sering sisa pembakaran membentuk lapisan yang tebal menunjukkan aktivitas yang berkesinambungan dalam hunian. Di Gua Braholo, Gunung Kidul misalnya terdapat lapisan perapian setebal 3 meter tanpa putus dalam kurun 5000 tahun antara 9000- 4000 tahun yang lalu 118. Di Song Keplek, Punung lapisan perapian berpindah-pindah di bagian barat gua, te",Gua Braholo,duplicate,
Gua Lawa,,,,,data/google-drive-pdfs/DiasporaMelanesiaNusantara.pdf,114,"g merupakan pengayaan budaya MMA, pembuatannya sudah terkonsepsi dengan pengerjaan yang terpolakan.Wilayah mulai dari Gunung Kidul ke ujung timur Jawa merupakan pusat industri alat tulang.Penemuan pertama berlangsung di Gua Lawa, Sampung, Ponorogo hingga dikenal sebagai sebutan “Industri alat tulang Sampung 127.Pada situs-situs gua di wilayah ini alat-alat tulang menonjol disamping alat-alat litik. Spatula (alat dengan tajaman lebar) dan lancip",Gua Lawa,duplicate,
Gua Braholo,,,,,data/google-drive-pdfs/DiasporaMelanesiaNusantara.pdf,115,"Indonesia ditemukan di Australia dan Pasifik, Filipina, Malaysia dan Thailand. Motif lukisan sangat bervariasi dan secara umum dibedakan dalam motif figuratif yang merupakan benda-benda Alat-alat tulang dan tanduk dari Gua Braholo dan Song Keplek. Beberapa perhiasan dari cangkang kerang di temukan di Gua Braholo dan Song Keplek",Gua Braholo,duplicate,
Gua Harimau,,,,,data/google-drive-pdfs/DiasporaMelanesiaNusantara.pdf,116,"115 Diaspora Melanesia di Nusantara Beberapa motif lukisan cadas di Gua Harimau, OKU, Sumatra Selatan Kubur terlipat dari Song Keplek nyata di alam sekitar dan non-figuratif yang merupakan lambang-lambang yang sulit diidentifikasi. Seni dalam bentuk goresan atau pahatan di atas karang (blok batuan)",Gua Harimau,duplicate,
Gua Braholo,,,,,data/google-drive-pdfs/DiasporaMelanesiaNusantara.pdf,117,"pertanggalan regional Neolitik, pertanggalan yang pertama jauh lebih tua dan sejauh ini belum ada bandingannya. Jika pertanggalan ini benar akan mengubah pandangan tentang kehadiran Penutur Austronesia di Indonesia. Di Gua Braholo penguburan primer juga menerapkan sistem terlipat. Mayat diletakkan terlentang dengan kedua kaki dilipat hingga tumit mendekati pinggul, sementara tangan kiri terlipat di atas dada dan tangan kanan terlipat dengan jari",Gua Braholo,duplicate,
Gua Lawa,,,,,data/google-drive-pdfs/DiasporaMelanesiaNusantara.pdf,117,"sekunder baik di Song Keplek maupun di Gua Braholo tengkorak menjadi bagian tubuh yang diutamakan selain tulang pinggul dan tulang-tulang panjang. Sistem penguburan terlipat juga ditemukan di Song Gentong (Tulungagung), Gua Lawa (Sampung), Ceruk Sodong (Puger), dan Gua Betpuruh (Situbondo). Di Song Gentong mayat ditaburi bubukan hematit dan di dekat kakinya diletakkan sebuah bola hematit 132. Di Gua Lawa kubur terlipat ditutupi dengan batu sepe",Gua Lawa,duplicate,
Gua Cha,,,,,data/google-drive-pdfs/DiasporaMelanesiaNusantara.pdf,117,"ehi ditemukan kubur terlipat dan duduk, di samping kubur-kubur sekunder. Penguburan di gua ini berlanjut ke periode yang lebih muda hingga 2000 tahun yang lalu dengan teknik terlentang dalam wadah dan dalam tikar133. Di Gua Cha, Malaysia, antara 10,000-2000 tahun yang lalu, penguburan juga mempraktekkan sistem terlipat. Si mati ditaburi dengan bubukan hematit dan ditutupi dengan batu. Di Gua Kepah (Malaysia) kubur sekunder juga ditaburi dengan",Gua Cha,duplicate,
Gua Silabe,,,,,data/google-drive-pdfs/DiasporaMelanesiaNusantara.pdf,118,"au tembikar hias tera,beliung perisai, dan belincung. Sejauh ini bukti-bukti persebarannya terbatas di bagian barat Indonesia,sebagaimana ditunjukkan penemuan- penemuan tembikar hias tali diLoyang Mendale, Takengon 138, Gua Silabe 139dan Gua Harimau di Sumatra Selatan, Buni di Jawa Barat 140, Gua Niah dan gua-gua lainnya di Kalimantan 141. Migrasi Jalur Barat ini pertama kali dilontarkan oleh para ahli bahasa dan arkeologi terdahulu 142. Sekarang",Gua Silabe,duplicate,
Gua Harimau,,,,,data/google-drive-pdfs/DiasporaMelanesiaNusantara.pdf,118,"era,beliung perisai, dan belincung. Sejauh ini bukti-bukti persebarannya terbatas di bagian barat Indonesia,sebagaimana ditunjukkan penemuan- penemuan tembikar hias tali diLoyang Mendale, Takengon 138, Gua Silabe 139dan Gua Harimau di Sumatra Selatan, Buni di Jawa Barat 140, Gua Niah dan gua-gua lainnya di Kalimantan 141. Migrasi Jalur Barat ini pertama kali dilontarkan oleh para ahli bahasa dan arkeologi terdahulu 142. Sekarang bukti-bukti dari b",Gua Harimau,duplicate,
Gua Niah,,,,,data/google-drive-pdfs/DiasporaMelanesiaNusantara.pdf,118,"ti persebarannya terbatas di bagian barat Indonesia,sebagaimana ditunjukkan penemuan- penemuan tembikar hias tali diLoyang Mendale, Takengon 138, Gua Silabe 139dan Gua Harimau di Sumatra Selatan, Buni di Jawa Barat 140, Gua Niah dan gua-gua lainnya di Kalimantan 141. Migrasi Jalur Barat ini pertama kali dilontarkan oleh para ahli bahasa dan arkeologi terdahulu 142. Sekarang bukti-bukti dari berbagai disiplin semakin banyak meyakinkan kebenarann",Gua Niah,duplicate,
Gua Harimau,,,,,data/google-drive-pdfs/DiasporaMelanesiaNusantara.pdf,121,"lasi awal yang didapatinya. Percampuran budaya pada lapisan hunian Neolitik menunjukkan adanya penyerapan budaya asli oleh pendatang. Bukti interaksi pendatang dengan populasi asli diperkuat oleh penemuan kubur-kubur di Gua Harimau, OKU yang memperlihatkan Ras Australomelanesid dalam sistem terlipat bersama kubur-kubur Monggolid dalam posisi terlentang. Peta Sebaran Hunian Nusantara Gejala yang timbul setelah kedatangan Monggolid di Nusantara adal",Gua Harimau,duplicate,
Gua Golo,,,,,data/google-drive-pdfs/DiasporaMelanesiaNusantara.pdf,123,"122 Diaspora Melanesia di Nusantara Lewoleba di Lembata dengan pertanggalan 2990±160 yang lalu (Grn-14308), Sulengwaseng di Solor, dan Melolo di Sumba. Bellwood 149 menemukan banyak situs Neolitik di Maluku, antara lain Gua Golo di Pulau Gebe, Gua Uattamdi di pulau Kayoa, Ceruk Tanjung Pinang di Morotai, dan Gua Siti Nafsiah di Halmahera. Ian Glover menemukan hunian Neolitik digua-gua di Timor Leste berupa jejak domestikasi babi Sus scrofa dan",Gua Golo,duplicate,
Leang Lemdubu,,,,,data/google-drive-pdfs/DiasporaMelanesiaNusantara.pdf,123,"ng sudah dihuni populasi Melanesia, walaupun ada yang menghuni lahan terbuka. Tentu di antara mereka terjadi interaksi yang memungkinkan terjadinya proses adaptasi kultural dan perkawinan campur. Gua Golo di Pulau Gebe, Leang Lemdubu di Kepulauan Aru, Ceruk Tanjung Pinang di Peta sebaran Penutur Austronesia meliputi kepulauan yang sangat luas melebih setengah dari bola dunia dari Madagaskar ke Kepulauan Paskah.",Leang Lemdubu,duplicate,
Gua Spirit,,,,,data/google-drive-pdfs/DiasporaMelanesiaNusantara.pdf,131,"ebagai budaya serapan dari Penutur Austronesia, bahkan ada yang berpendapat berasal dari Indonesia180.Asal Indikasi pertama gaya hidup menginang ditemukan pada kubur manusia dari 3,000 SM di Gua Duyong, Filipina 181. Di Gua Spirit, Thailand Baratlaut juga ditemukan biji pinang terbakar(Areca catechu Linn.)dari7.000-5.500 SM182, tetapi kaitannya dengan menginang masih memerlukan penelitian lanjut. Sumber lain catatan para musafir Cina yang mengata",Gua Spirit,duplicate,
Gua Maros,,,,,data/google-drive-pdfs/DiasporaMelanesiaNusantara.pdf,135,"menghantarkan populasi tampil dalam ranah kebangsaan, sama atau bahkan melebih saudara-saudaranya populasi Monggolid. Dua karya besar yang mendunia dari leluhur Melanesia di masa lampau - lukisan tangan tertua dunia di Gua Maros dan salah satu pusat perkembangan pertanian tertua di dunia - mestinya menjadi bahan kontemplasi, sekaligus memotivasi dan menginspirasi kemajuan di berbagai bidang di masa sekarang, tidak hanya dalam lingkup nasional,",Gua Maros,duplicate,
Liang Bua,,,,,data/google-drive-pdfs/DiasporaMelanesiaNusantara.pdf,140,"139 Diaspora Melanesia di Nusantara remains from Liang Bua, Flores: Population affinities and pathological abnormalities. Proceedings of the National Academy of Sciences, 103 (36) : 13421-13426. 51. Truman Simanjuntak (ed.). 2002. Gunung Sewu in Prehistoric Times . Yogyakarta:",Liang Bua,duplicate,
Leang Burung,,,,,data/google-drive-pdfs/DiasporaMelanesiaNusantara.pdf,140,"The significance of the Punung karstic area (Eastern Java) for the chronology of the Javanese palaeolithic, with special refereence to the Song Terus cave. Mod. Quaternary Res. SE Asia 18: 45-62. 52. I.C. Glover. 1981. Leang Burung 2: An Upper Palaeolithic Rock Shelter in South Sulawesi.Modern Quaternary Research in Southeast Asia , 6: 1-38; Bulbeck et al. 2004. Leang Sakapao 1, a second dated Pleistocene site from South Sulawesi, Indonesia. Moder",Leang Burung,duplicate,
Leang Sakapao,,,,,data/google-drive-pdfs/DiasporaMelanesiaNusantara.pdf,140,"erus cave. Mod. Quaternary Res. SE Asia 18: 45-62. 52. I.C. Glover. 1981. Leang Burung 2: An Upper Palaeolithic Rock Shelter in South Sulawesi.Modern Quaternary Research in Southeast Asia , 6: 1-38; Bulbeck et al. 2004. Leang Sakapao 1, a second dated Pleistocene site from South Sulawesi, Indonesia. Modern Quaternary Research in Southeast Asia 18: 111-128. 53. Daud Tanudirjo. 2005. Long-continuous or short-occasional occupation? The human use of Lea",Leang Sakapao,duplicate,
Leang Sarru,,,,,data/google-drive-pdfs/DiasporaMelanesiaNusantara.pdf,140,"pao 1, a second dated Pleistocene site from South Sulawesi, Indonesia. Modern Quaternary Research in Southeast Asia 18: 111-128. 53. Daud Tanudirjo. 2005. Long-continuous or short-occasional occupation? The human use of Leang Sarru rockshelter in the Talaud islands, northeastern Indonesia. Bulletin of the Indo-Pacific prehistory association. V ol.3: 15-20. 54. Mahirta. 2009. Stone technology and the chronology of human occupation on Rote, Sawu and",Leang Sarru,duplicate,
Gua Harimau,,,,,data/google-drive-pdfs/DiasporaMelanesiaNusantara.pdf,140,"975. 56. Juliette Pasveer. 2003. The Djief hunters. 26,000 years of lowland rainforest exploitation on the Bird’ s head of Papua, Indonesia. Rijksuniversiteit Groningen (diss). 57. Truman Simanjuntak & Rully Fauzi.2015. Gua Harimau dan perjalanan panjang peradaban OKU . Yogyakarta: Gadjah Mada University Press (in press). 58. M.A. Smith and N.D. Sharp. 1993. Pleistocene sites in Australia, New Guinea, and island Melanesia: Geographic and temporal",Gua Harimau,duplicate,
Leang Sarru,,,,,data/google-drive-pdfs/DiasporaMelanesiaNusantara.pdf,141,"Islands in Between, Prehistory of the Northeastern Indonesian Archipelago. PhD thesis, Canberra : The Australian National University; DaudTanudirjo. 2005. Long-continuous or short-occasional occupation? The human use of Leang Sarru rockshelter in the Talaud islands, northeastern Indonesia. Bulletin of the Indo-Pacific prehistory association. V ol.3: 15-20.Dikonfirmasi dalam komunikasi pribadi. 64. Industri litik atau alat batu prasejarah dibedakan",Leang Sarru,duplicate,
Goa Tabuhan,,,,,data/google-drive-pdfs/DiasporaMelanesiaNusantara.pdf,142,"itas Indonesia (skripsi sarjana); Sebastien Hameau. 2004. Datation des sites paléolithiques du Pléistocène moyen et supérieur de Punung (Pacitan, Java). Applications des méthodes ESR et U-Th aux grottes de Song Terus et Goa Tabuhan. (diss. MNHN). 71. Khusus kerang-kerangan terbakar diduga merupakan jatuhan dari lapisan di atasnya dengan umur diperkirakan dari 9,500-10,000 BP (Bellwood et al, 1998). 72. Peter Bellwoodet al.Op.cit. 1998. 73. Peter B",Goa Tabuhan,duplicate,
