SITE_SOURCE_ID;SITE_NAME;LOCALISATION;GEONAME_ID;PROJECTION_SYSTEM;LONGITUDE;LATITUDE;ALTITUDE;CITY_CENTROID;STATE_OF_KNOWLEDGE;OCCUPATION;STARTING_PERIOD;ENDING_PERIOD;MAIN_CHARAC;CHARAC_LVL1;CHARAC_LVL2;CHARAC_LVL3;CHARAC_LVL4;CHARAC_EXP;BIBLIOGRAPHY;COMMENTS;WEB_IMAGES;DUPLICATE_DB_NAME;DUPLICATE_SCORE;DUPLICATE_FLAG
drive-22c8d4a50e3f;Gua Pattebakang;Sulawesi;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Rockshelter / Rock shelter / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.30883/jba.v41i2.855 | https://doi.org/10.24164/pnk.v2i1.21;Description: is the common occurrence of parietal art. Darmawan and Albertinus (1991) report paintings in 15 of the 17 Maros rockshelters they surveyed, and Darmawan et al. (1991a) illustrate three further instances (Gua Pannampu 1, Gua Pattebakang 1 and 2). Glover (1978) and Makkulasse (1986a) described paintings in nine more rockshelters (Leang Balang, Ellepusae, Pattae, Pette Kere, Lambatorang, Tinggi Adat, Ulu Wae, Tapuang Lompoa and Lambarugae). In Pangkajene to be a feature of the Belae karsts, occurring in nine of 22 rockshelters (Sumantri 1996: 185), compared to only two in the Maros karsts (Leang Jing, Leang Bata-Batae). However, the most revealing anthropomorphs are at Gua Pattebakang 1, only 100 m from the present coastline, which appear fairly clearly to depict fishing from canoes (Darmawan et al. 1991a). Canoe depictions may be entirely a ceramic Toalean (or later) representation, becaus | Keywords: Rock art site;;;;
drive-e976a35c58bc;Gua Pominsa;Sulawesi;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.1080/03122417.2013.11681961;Description: illustrations compared to photographs. 53 Figure 6.1: The distribution of painted rock art in Indonesia and Timor Leste. 63 Figure 6.2: Rock art sites in the study area. 64 Figure 6.3: Pair of negative hand stencils at Gua Pominsa. 66 Figure 6.4: Human figures bearing weapons including three on a boat at Gua Pominsa. 66 Figure 6.5: Human figures bearing weapons including one riding horseback at Gua Pominsa. 66 viii The Archaeology of Sulawesi terra australis 48 Figure 6.6: Human figure with digits outstretched at Gua Pominsa. 66 Figure 6.7: Human figure with calcite coating at Gua Pominsa. 66 Figure 6.8: Mosaic of Gua Metanduno rock art. 67 Figure 6.9: Male zoomorph within Gua Metanduno interior panel. 68 Figure 6.10: Detail of human figure | Keywords: Rock art site;;;;
drive-190ae376070e;Gua Prasejarah Maros-Pangkep;Sulawesi;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.30883/jba.v41i2.855 | https://doi.org/10.24164/pnk.v2i1.21;Description: idak Terbit. -----------, 2007. Laporan Pemintakatan Gua-Gua Kawasan Karst Bantimurung Kabupaten Maros. Makassar : Balai Pelestarian Peninggalan Purbakala Makassar. Tidak Terbit. -----------, 2009. Laporan Pendataan Gua-Gua Prasejarah Maros-Pangkep Sulawesi Selatan. Makassar : Balai Pelestarian Peninggalan Purbakala Makassar. Tidak Terbit. -----------, 2011. Laporan Zonasi Gua-Gua Prasejarah Kabupaten Maros. Makassar : Balai Pelestarian Peninggalan Purbakala Makas l (2021), Balar Sulsel (2019), Puslit Arkenas yang bekerja sama dengan Griffith University, serta Alumni dan Mahasiswa Arkeologi Unhas. - Diolah oleh Imran Ilyas (Agustus 2022) untuk kepentingan Penerbitan Direktori Gua-Gua Prasejarah Maros-Pangkep 2022 - Terlampir keterangan nama situs sesuai dengan nomor urut. Âµ 0 2 4 6 81 Kilometer 1:145.000Skala S E L A T M A K A S S A R PETA SEBARAN SENI CADAS KAWASAN KARST MAROS-PANGKEP | Keywords: Karst;;;;
drive-d75643019b5d;Gua Sammangi;Sulawesi;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Rockshelter / Rock shelter / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.30883/jba.v41i2.855 | https://doi.org/10.24164/pnk.v2i1.21;Description: n ban tu an ti up an da tu-sam - an, se ba gai ma na ke gi at an yang uni ver sal dari ne - nek mo yang ma nu sia ke ti ka me ne ra kan ta ngan nya, di la ku kan de ngan meng ga bung kan po si si khas dan s Di Sulawesi, Gua Sammangi adalah sebuah ceruk yang berisi sejumlah tangan negatif, beberapa di antaranya “satwa… ” Di Kalimantan, sebagaimana di tempat lain, tera-tangan negatif yang tidak lengkap (lebih baik daripada dimutilasi seperti perkiraa tangan negatif seperti itu telah dicatat di dalam gua itu. Kedudukannya yang tinggi menghalangi kami untuk mengamatinya dari dekat. Jelas bahwa teknik pelukisannya sama dengan yang di Sulawesi. w Tera-tangan runcing di Gua Sammangi, di Pulau Sulawesi, yang disidik oleh Luc-Henri Fage pada 2001. Kami tidak menemukan penyebutan sekali pun di dalam pustaka arkeologis perihal metamorfosis yang aneh itu meskipun gua berlukisan ini sudah ditemukan d;;;;
drive-02f4388d8d65;Gua Talimbue;Sulawesi;;;;;;No;Not documented;Not specified;-2580000;1950;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.30883/jba.v41i2.855 | https://doi.org/10.24164/pnk.v2i1.21;Description: uence within haplogroup Q1l with private transitions at nps 739, 8844, 11113, 15638 and 16154 (discussed further below, as well as in the main text). Provenance. The Gua Mo'o hono remains were excavated in 2012, and the Gua Talimbue remains in 2013 in the Towuti–Routa region of South Sulawesi by Sue O’Connor and David Bulbeck under Indonesian research Visa 278/SIP/FRP/SM/VII/2013, and Visa 315 and described and dated as described above (53). The re 10. Vertebrate fauna from Gua Sambangoala, Southeast Sulawesi 169 terra australis 48 Bulbeck, D., S. O’Connor and Fakhri. 2015. Decorated and plain baked clay from the initial to the late Holocene at Gua Talimbue, Southeast Sulawesi, Indonesia. Presentation at the 15th International Conference of the European Association of Southeast Asian Archaeologists, Paris, 6–10 July. Clason, A.T . 1976. A preliminary note about the animal | Keywords: Excavated site;;;;
drive-a960a297715c;Gua Uhalie;Sulawesi;;;;;;No;Not documented;Not specified;-11700;1950;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.30883/jba.v41i2.855 | https://doi.org/10.24164/pnk.v2i1.21;Description: 40 | Memaknai Lukisan Gua Uhalie: Pendekatan ……..A. Muh. Saiful Selama kurun waktu tersebut, penelitian lukisan prasejarah Sulawesi Selatan diantaranya telah dilakukan oleh Balai Arkeologi Makassar (2011) mengeksplorasi Gua Batti di Kabupaten Bone (Hak 44 | Memaknai Lukisan Gua Uhalie: Pendekatan ……..A. Muh. Saiful Kabupaten Bone, Provinsi Sulawesi Selatan. Secara astronomis terletak pada 5˚ 01’ 2.38” LS dan 119˚ 58’ 7.42” BT dan berada pada ketinggian 621 mdpl. Orientasi gua timur - barat dan merupa | Keywords: Rock art site;;;;
drive-cf418e82062c;Gua Wuru;Sulawesi;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.30883/jba.v41i2.855 | https://doi.org/10.24164/pnk.v2i1.21;Description: Sangia: Jurnal Penelitian Arkeologi Vol.3, No.1 ( Juni 2019): 57 - 77 Website: ISSN 2654-3524 (Online) ISSN 2613-8999 (Print) 77 DAFTAR REFERENSI Alifah, 2015. “Gua Wuru” Fungsi dan Pemanfaatannya di Kawasan Prasejarah Gunung Sewu Bagian Barat. Berkala Arkeologi Edisi 1/Mei. Yogyakarta: Balai arkeologi yogyakarta Balai Arkeologi Makassar, 2012. Jejak-jejak Sejarah Kebudayaan Sulawesi Te Sangia: Jurnal Penelitian Arkeologi Vol.5 No.2 (1 Desember 2021): 112 - 132 Website: ISSN 2654-3524 (Online) ISSN 2613-8999 (Print) 100 DAFTAR REFERENSI Alifah. 2015. Gua Wuru: Fungsi dan Pemanfaatanya di Kawasan Presejarah Gunung Sewu Bagian Barat. Berkala Arkeologi Vol.55 Edisi No.1 Mei 2015: 1-16. Duli, Akin. 2015. Sistem Penguburan Akhir Zaman Prasejarah di Sulawesi Selatan. Jurnal Jejak | Keywords: Cave;;;;
drive-b45778a10073;Hara Cave;Sulawesi;;;;;;No;Not documented;Not specified;-2580000;-11700;Archaeological Sites;Shipwreck / Underwater / Maritime site;;;;No;https://doi.org/10.1080/15564894.2020.1868631 | https://doi.org/10.1080/15564894.2020.1868631 | https://doi.org/10.1088/1742-6596/1341/3/032047 | https://doi.org/10.1088/1742-6596/1341/3/032047;Description: Maritime Migration and Lithic Assemblage on the Talaud Islands in Northern Wallacea 213 Hara Cave Establishes Occupation in East Timor at Least 30,000–35,000 Y ears Ago. ” Antiquity 76:45–50. O’Connor S, R. Ono, and C. Clarkson. 2011. “Pelagic Fishing at 42,000 Y ears before the Present and the Maritime Skills of Mo Conneticut: yale University Southeast Asia Studies. o ’Co NNor , S., APl IN, k ., PIerre , e . S. & fe Ng , y.-x . 2010. f aces of the ances- tors revealed: discovery and dating of a Pleistocene-age petroglyph in l ene Hara Cave, e ast Timor. Antiquity, 84, 649-665. o ’Co NNor , S. & b Ulbe Ck , D. 201. Homo Sapiens Societies in Indonesia and South-Eastern Asia [o nline]. o xford Handbooks o nline. Available: oxfordhandbooks.com/vi | Keywords: Cave;;;;
drive-711be1687a43;Leang Ala Masigi;Sulawesi;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.3406/arch.1976.1271 | https://doi.org/10.1016/j.jasrep.2023.103871 | https://doi.org/10.1016/j.jasrep.2023.103871;Description: six prehistoric cave sites, There are 127 prehistoric cave sites in Maros -Pangkep, and 106 of them contains rock art in it (Mulyadi, 2016: 48). This research will focus on six prehistoric cave sites: Leang Ulu Tedong, Leang Ala Masigi, Leang Pamelakang Tedong, Leang Jin, Leang Kassi, Leang Kajuara. The second stage is data description and analysis, in which the data collected in the previous stage are brought together and then the correlation between res clearly shows that there is an indication of the culture or tradition of shamanism in Indonesia. This conclusion was derived from the formal analogy method which compared the rock arts on Leang Kajuara, Leang Kassi, Leang Ala Masigi, Leang Ulu Tedong, Leang Pamelakang Tedong, and Leang Jin with theories of shamanism rock arts. There are several metaphors of ASC (particularly bodily transformation, sexual arousal, fighting/aggression, an | Keywords: Rock art site;;;;
drive-096bfd1415a2;Leang Alla Masigi;Sulawesi;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Settlement / Habitation / Permukiman / Kampung;;;;No;https://doi.org/10.3406/arch.1976.1271 | https://doi.org/10.1016/j.jasrep.2023.103871 | https://doi.org/10.1016/j.jasrep.2023.103871;Description: ce: The Editors of Encyclopaedia Britannica, 2015) RESULT AND DISCUSSION Painting Description on Site As referred to above, the object of this research is rock art motifs in Leang Kajuara, Leang Kassi, Leang Ulu Tedong, Leang Alla Masigi, Leang Pamelakang Tedong in Pangkep and Leang Jin in Maros Regency. This motif describes a creature that has the legs and posture of a human body but has a head that resembles an animal This depiction in the form of a h s pattern looks like it is waving towards human figures 1 and 2 with outstretched arms lifted up. Both hands and legs also possess three digits. Uniquely, these three motifs are depicted with a phallus between the legs. Leang Alla Masigi The cave is located in Bulu Balange Hill Kampung Batu Napara, Balocci District, Pangkep Regency. The Access to reach this cave can only be achieved on foot. In this cave, there are several rock art panel | Keywords: Rock art site;;;;
drive-9fcf2dadc6aa;Leang Balang Pakalu;Sulawesi;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.3406/arch.1976.1271 | https://doi.org/10.1016/j.jasrep.2023.103871 | https://doi.org/10.1016/j.jasrep.2023.103871;Description: L eang Balang Pakalu 3 berada di Lingkungan Pakalu Kelurahan Kalabbirang Bantimurung Kabupaten Maros tepatnya berada di sebelah selatan Leang Balang Pakalu 2. Posisi astronomis pada titik koordinat 05° 0’40.20” LS dan 119°39’43.40” BT dengan ketinggian 40 mdpl. Arah hadap gua ke barat dan memiliki ketinggian ± 3 meter. Ornamen gua yang terdapat di gua ini berupa stalagtit Balang Pakalu 6 Leang Balang Pakalu 6 berada di Lingkungan Pakalu Kelurahan Kalabbirang Kecamatan Bantimurung Kabupaten Maros. Posisi astronomis pada titik koordinat 5° 0’45.30” LS dan 119°39’28.50” BT dengan ketinggian 26 mdpl. Ornamen gua yang ditemukan | Keywords: Karst;;;;
drive-b76a2c45f0f0;Leang Balangajia;Sulawesi;;;;;;No;Not documented;Not specified;-2580000;-11700;Archaeological Sites;Port / Harbor / Anchorage;;;;No;https://doi.org/10.3406/arch.1976.1271 | https://doi.org/10.1016/j.jasrep.2023.103871 | https://doi.org/10.1016/j.jasrep.2023.103871;Description: be the recent discovery and U-series dating of two Late Pleistocene figurative paintings of Sulawesi warty pigs in Maros-Pangkep. These parietal artworks are from two newly identified cave art sites: Leang Tedongnge and Leang Balangajia 1. We describe the animal images at these localities and report the U-series dating results on associated speleothems. RESULTS Materials and methods We undertook U-series isotope analysis of small coralloid speleothems be the recent discovery and U-series dating of two Late Pleistocene figurative paintings of Sulawesi warty pigs in Maros-Pangkep. These parietal artworks are from two newly identified cave art sites: Leang Tedongnge and Leang Balangajia 1. We describe the animal images at these localities and report the U-series dating results on associated speleothems. RESULTS Materials and methods We undertook U-series isotope analysis of small coralloid | Keywords: Rock art site;;;;
drive-ac86d99c8e6e;Leang Balangingi;Sulawesi;;;;;;No;Not documented;Not specified;-4000;-350;Archaeological Sites;Burial / Cemetery / Kubur / Makam;;;;No;https://doi.org/10.3406/arch.1976.1271 | https://doi.org/10.1016/j.jasrep.2023.103871 | https://doi.org/10.1016/j.jasrep.2023.103871;Description: y non-mortuary, considering the lack of associated human remains in conditions that should be conducive to preservation of bone – for instance, the Palaeometallic jars buried at Makabog in the Philippines (Henson 1992), Leang Balangingi in the Talaud Islands (Bellwood 1976) and Batu Ejaya in southwest Sulawesi (Bulbeck 1996–1997). In this review of the sites covered by Bellwood (1997) as well as more recently documented sites, I shall summarise the evi INDO-PACIFIC PREHISTORY ASSOCIATION BULLETIN 25, 2005 (TAIPEI PAPERS, VOLUME 3) 19 as seems to have happened in other Talaud burial sites such as Leang Buidane and Leang Balangingi (Bellwood 1980). Although no human bones were recovered, the pottery box-like sherds discovered in the upper layer suggest that Leang Sarru might have been used as a jar burial site. Until several years ago, Leang Sarru | Keywords: Burial site;;;;
drive-a81f254f8f9c;Leang Batanglamara;Sulawesi;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.3406/arch.1976.1271 | https://doi.org/10.1016/j.jasrep.2023.103871 | https://doi.org/10.1016/j.jasrep.2023.103871;"""Description: Leang Pattennung, Leang Jempang, Leang Tanarajae, Leang Sakapao I Leang Sakapao II, Situs Pelataran Je’netaesa, Leang Bawie, Leang Buluribba, Leang Cammingkana, Leang Bujung, Leang Carawali, Leang Ujung, Leang Sassang, Leang Batanglamara, dan Leang Sapiria), Bulu Sipong, Taman Prasejarah Leang-Leang dari 21 geosite yang diusulkan menjadi Geoheritage di Kawasan Geopark Maros-Pangkep ke Kementerian ESDM/Badan Geologi. (Sumber : Dinas Kebudayaan dan Pariwi g pada Leang Bulu Tengngae (Maros), Leang Bulu Tianang (Maros), dan Leang Pamelakkang Tedong, Pangkep (diragukan); 1 gambar menyerupai bebek di Leang Bulu Sipong.2, Maros (diragukan); 1 gambar babi yang sudah rusak pada Leang Batanglamara, Pangkep; 1 gambar kalajengking di Leang Ulu Tedong, Pangkep (diragukan); serta 2 gambar ikan di Leang Cinayya, Pangkep (diragukan). Penelitian ini menggunakan seluruh motif binatang yang dapat diamati. | Keywords: Karst""";;;;
drive-79d1ff180ed2;Leang Batu Tianang;Sulawesi;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Settlement / Habitation / Permukiman / Kampung;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.3406/arch.1976.1271;"""Description: nly 6 prehistoric caves in the Maros Pangkep area that did not have paintings in the form of hand drawings and one cave did not have paintings. The paintings in the 6 prehistoric caves are in the form of human images in Leang Batu Tianang, Leang Karama, Leang Ulu Tedong, Leang Pamelakkang Tedong ; pictures of kangkang humans in Leang Tagari and Leang Kassi. The latest data, based on the results of the 2016 BPCB Makassar survey and the Puslitarkenas Surve Batu Tianang 2 Leang Batu Tianang 2 Secara administratif berada di Kampung Rammang-Rammang Desa Salenrang, Kecamatan Bontoa Kabupaten Maros. Posisi astronomis berada pada 4˚55’ 34.65’’ LS - 119˚ 36’ 19.15’’ BT berada pada ketinggian 21 mdpl, sekitar 50 | Keywords: Karst""";;;;
drive-3ebaeb8cc06a;Leang Batu Tuda;Sulawesi;;;;;;No;Excavated;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.3406/arch.1976.1271;"""Description: x x x x - Leang Ulebaba - - ? x - - Leang Balisao - - - - - x x Tomatoa Kacicang - - ? x x x x x South coast Leang Ara x x x x x x x Panganreang Tudea x x x x x x- x Batu Ejaya 1 ? x ?xxx xx x Batu Ejaya 2 - x - x - x x Leang Batu Tuda - x Bone-Soppeng Panisi Takbutu - - - x x - - Bola Batu - - ? - x x x - x Leang Codong - - - x x x- x Patanuang Asue, Maros Leang Saripa - ? x xxxx x x - Leang Karassak: 1936 excavation - - ? x? x - x - 1969 excavation ed in the text. Site complexes: LLG: Leang-Leang (Ulu Leang, Leang Burung, Leang Pattae, Leang Paja, Leang Pette Kere); PNA: Patanuang Asue (Leang Karassa, Leang Saripa, Leang Jarie); PTB: Panganreang Tudea, Batu Ejaya, Leang Batu Tuda, Campagaloe; LMN: Lamoncong (Leang Cakondo, Leang Balisao, Leang Ululeba, Leang Tomatoa Kacicang); PKJ: Pangkajene (Sumpang Bita, Gua Bulusumi, Gua Macinai, Gua Garunggung); KLP: Kalumpang (Minanga Sipakko, Ka | Keywords: Excavated site""";;;;
drive-404078dd9bb8;Leang Batu Tunpa;Sulawesi;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Quarry / Raw material source / Obsidian source / Chert source;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.3406/arch.1976.1271;Description: : Palemba 53: Gua Lampetia 54: Gua Talimbue 55: Gua Mo’o hono 56: Gua Sambangoala 57: Gua Tengkorak 65: Leang Karassak 66: Gua Batti 67: Lamuru 68: Bayoa 1 69: Bonto-Bontoa 70: Galesong 71: Sanrabone 72: Batu Ejayya 73: Leang Batu Tunpa 40: Ke’te Kesuk Figure 8.1: Sites in Sulawesi that have yielded accepted radiometric determinations. Source: Tables A8.2–A8.7. : Palemba 53: Gua Lampetia 54: Gua Talimbue 55: Gua Mo’o hono 56: Gua Sambangoala 57: Gua Tengkorak 65: Leang Karassak 66: Gua Batti 67: Lamuru 68: Bayoa 1 69: Bonto-Bontoa 70: Galesong 71: Sanrabone 72: Batu Ejayya 73: Leang Batu Tunpa 40: Ke’te Kesuk Figure 8.1: Sites in Sulawesi that have yielded accepted radiometric determinations. Source: Tables A8.2–A8.7. This content downloaded from 158.140.175.157 on Tue, 09 Nov 2021 10:03:34 UTC;;;;
drive-038349fe1f5e;Leang Bu;Sulawesi;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.3406/arch.1976.1271 | https://doi.org/10.1016/j.jasrep.2023.103871 | https://doi.org/10.1016/j.jasrep.2023.103871;"""Description: Sinha, P. & I.C. Glover 1983/1984. Changes in stone tool use in Southeast Asia 10,000 years ago: a microwear analysis of flakes with use gloss from Leang Bu­ rung 2 and Ulu Leang 1 caves, Sulawesi, Indonesia. Modern Quaternary Re­ search in Southeast Asia 8: 137-164. Stuiver, M. & P.J. Reimer 1993. Extended '""""c database and revised CALIB radio­ carbon dating program. Radioc his determination also apply to the base of the grey zone in Trench B, the changeover from brown to grey sands would be dated to around 3500 BP. Chapman (1981) noted that the main concentration of lithics in Trench B at Leang Burung 1 occurred in the shelly deposits which, as shown in Figure 3, were intercalated with the basal levels of the grey sands. From the available information, it is impossible to be sure that the main band of lithics als | Keywords: Excavated site""";;;;
drive-e39194d097f2;Leang Buida;Sulawesi;;;;;;No;Not documented;Not specified;-4000;1500;Archaeological Sites;Quarry / Raw material source / Obsidian source / Chert source;;;;No;https://doi.org/10.3406/arch.1976.1271 | https://doi.org/10.1016/j.jasrep.2023.103871 | https://doi.org/10.1016/j.jasrep.2023.103871;Description: 11:20 a.m. - Wiwik Sriwigati and Joko Siswanto Marine and Terrestrial Resource use in remoted islands during the 10th to 19th Centuries: Excavation results of Leang Buida and Bukit Tiwing in the Talaud Islands, Northern Sulawesi. Rintaro Ono (Tokai University, Japan), Wiwik Sriwigati, and Joko Siswanto (Balai Arkeologi Manado, Indonesia) This presentation aims to discuss the possible dev 15 Development of marine and terrestrial resource use in the Talaud Islands AD 1000–1800, northern Sulawesi region Rintaro Ono, Sriwigati and Joko Siswanto Abstract This chapter reviews the excavation results from the Leang Buida and Bukit Tiwing sites in the Talaud Islands of North Sulawesi, with a focus on the faunal remains and likely fishing tools. The available Carbon-14 determinations date the occupation of Leang Buida on Kabaruan Island t | Keywords: Excavated site;;;;
drive-e615a2a04268;Leang Buidane;Sulawesi;;;;;;No;Not documented;Not specified;-2580000;1950;Archaeological Sites;Burial / Cemetery / Kubur / Makam;;;;No;https://doi.org/10.1017/S0003598X00079679;"""Description: Kidul (Hoop 1935) and Plawangan (Sukendar and Awe 1981) in Central Java; Kidangan/Kawengan (Suryanto 1985) and Besuki (Heekeren 1958) in East Java; Gunung Piring in Lombok (Gunadi 1978); Melolo in Sumba (Heekeren 1956); Leang Buidane in the Talaud Islands (Bellwood 1976, 1984); Leang Bua in Flores; and Camplong cave in Timor (Ratna Indraningsih 1985). These wide occurrences of beads in the Indonesian archipelago might one day be able to indicate the after 1000 bce (Widianto 2006:178). Other examples associated with either jar or supine inhumation burial come from Anyer and Plawangan in Java, Gilimanuk in Bali, Leang Cadang in southern Sulawesi, Melolo in Sumba, and Leang Buidane in the Talaud Islands. 15 These are all Early Metal Age, dating after 500 bce , and some of the Anyer and Melolo crania are stated to have continuing Australo‐Papuan features suggesting long‐term population admix | Keywords: Burial site""";;;;
drive-b55dc42c746f;Leang Buidane. The;Sulawesi;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Burial / Cemetery / Kubur / Makam;;;;No;https://doi.org/10.22459/TT.05.2015.12 | https://doi.org/10.1038/s41598-019-42946-9 | https://doi.org/10.1038/s41559-019-0902-6 | https://doi.org/10.1080/15564894.2021.1991056 | https://doi.org/10.1080/15564894.2021.1991056;Description: ockshelter and the direct interment of burnt and unburnt human fragments in the Leang-Leang caves of Maros (Bulbeck 1996– 1997). Leang-Leang also has two jar-burial sites, Ulu Leang 2 and Leang Paja, that are similar to Leang Buidane. The surface collection at Ulu Leang 2 included numerous earthenware sherds interpreted as the remnants of large mortuary containers, associated with glass beads and iron fragments, and the unburnt remains of at least 50 ind rior to the first century AD, and the appearance of Indian beads in Island Southeast Asia may thus date to between AD 1 and AD 1500 (Bellwood 1976: 277). In addition, three beads of etched black agate were also found at Leang Buidane. These are very similar to a bead from Taxila, dating from the first century AD (Bellwood 1976: 277, fig. 10), and in northern India such beads may date back to about 400 BC (Dikshit 1952: 35). Spherical for | Keywords: Burial site;;;;
drive-755026e520f2;Leang Bulu Bettue;Sulawesi;;;;;;No;Not documented;Not specified;-2580000;1950;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.1002/arco.5272;Description: n 249, 250, 252 Kunji cave, Iran 96, 227, 228 Kuturbulak, Uzbekistan 252 Laili, Timor-Leste 167, 176, 178–179, 182 Lang Rongrien, Thailand 136, 141, 154 Lang Trang, Vietnam 145 Leang Barugayya 2, Sulawesi, Indonesia 183 Leang Bulu Bettue, Sulawesi, Indonesia 183 Leang Burung, Sulawesi 167, 177 Leang Gurung 2, Sulawesi, Indonesia 183 Leang Sakapao, Sulawesi, Indonesia 167, 177, 183 Leang Serru, Salebabu island, Indonesia 181 Leang Timpuseng, Sulawesi, In Leang Bulu Bettue has been the focus of an annual program of joint Indonesian-Australian excavations carried out between 2013–15 and 2017–19. This work has uncovered a long sequence of stratified archaeological deposits inside the cave m | Keywords: Excavated site;;;;
drive-bfc3aaf01aa9;Leang Bulu Tengngae;Sulawesi;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.3406/arch.1976.1271 | https://doi.org/10.1016/j.jasrep.2023.103871 | https://doi.org/10.1016/j.jasrep.2023.103871;"""Description: tersebut diragukan sebagai motif binatang. Gambar yang dimaksud adalah 5 gambar babi yang dilaporkan di Leang Garunggung, Pangkep (Tim Penyusun 2013, 54), yang sudah rusak atau hilang; 3 gambar lipan masing-masing pada Leang Bulu Tengngae (Maros), Leang Bulu Tianang (Maros), dan Leang Pamelakkang Tedong, Pangkep (diragukan); 1 gambar menyerupai bebek di Leang Bulu Sipong.2, Maros (diragukan); 1 gambar babi yang sudah rusak pada Leang Batanglamara, Pangke Bulu Tengngae 6 Leang Bulu Tengngae 6 berada di sisi selatan-tenggara bukit Bulu Tengngae, sekitar 60 meter di sebelah selatan Leang Bulu Tengngae 3. Secara administratif terletak di Kelurahan Leang-Leang Kecamatan Bantimurung Kabupaten Maros dengan posis | Keywords: Karst""";;;;
drive-f096488fa9d2;Leang Bulu’ Sipong;Sulawesi;;;;;;No;Not documented;Not specified;-11700;1950;Archaeological Sites;Port / Harbor / Anchorage;;;;No;https://doi.org/10.3406/arch.1976.1271 | https://doi.org/10.1016/j.jasrep.2023.103871 | https://doi.org/10.1016/j.jasrep.2023.103871;"""Description: axime Aubert2*† Indonesia harbors some of the oldest known surviving cave art. Previously, the earliest dated rock art from this region was a figurative painting of a Sulawesi warty pig (Sus celebensis). This image from Leang Bulu’ Sipong 4 in the limestone karsts of Maros-Pangkep, South Sulawesi, was created at least 43,900 years ago (43.9 ka) based on Uranium-series dating. Here, we report the Uranium-series dating of two figurative cave paintings of S s of therianthropes are uncommon6—the oldest such image is a carved figurine from Germany of a human with a feline head (dated to about 40–39 ka)8. Here we describe an elaborate rock art panel from the limestone cave of Leang Bulu’ Sipong 4 (Sulawesi, Indonesia) that portrays several figures that appear to represent therianthropes hunting wild pigs and dwarf bovids; this painting has been dated to at least 43.9 ka on the basis of uranium | Keywords: Rock art site""";;;;
