site_name,latitude,longitude,coordinate_text,coordinate_system,source_file,page,evidence_snippet,rejection_reason
Kalamho Falls Prehistoric Site,,,,,data/google-drive-pdfs/Brumm_MoviusLine_Paleolithic.pdf,270,"The End of the Movius Line Bibliography Gowlett, J.A.J., R.H. Crompton & Li 2001. Allonietric comparisons between Acheuiean and Sangoan large cutting tools at Kalanibo Falls, in Kalamho Falls Prehistoric Site III: the Earlier Cultures: Middle and Earlier Stone Age, ed. J.D. Clark. Cambridge: Cambridge University Press. 612-619. Gowlett. J.A.J., .I.W.K. Harris. D. Walton & B.A. Wood. 1981. Early archaeological sites, hominid",bad_keyword
Kalambo Falls Prehistoric Site,,,,,data/google-drive-pdfs/Brumm_MoviusLine_Paleolithic.pdf,294,"IV and the Masek Bed.s~1968-1971, eds. KLD. Leakey & D.A. Roe. Cambridge: Cambridge University Press, 146-234. Roe, D.A., 2001. The Kalambo Falls large cutting tools: a comparative metrical and statistical analysis, in Kalambo Falls Prehistoric Site HI: the Earlier Cultures: Middle and Earlier Stone .ige, ed. J.D. Clark. Cambridge: Cambridge University Press, 492- 599. Roe, D.A., 2006. Some thoughts about Acheulian cleavers, in Axe Age: .Acheulian Tool- making from",bad_keyword
Age Sites,,,,,data/google-drive-pdfs/Brumm_MoviusLine_Paleolithic.pdf,295,"Indonesia. Sfodern Quaternary Research in Southeast Asia 9, 65-81. Sartono, S., 1980. Homo erectus ngandongensis: the possible maker of the ""'Sangiran flakes"". .Anthropologic 18(2-3), 121-131. Schick, K.D., 1986. Stone .Age Sites in the Making: Experiments in the Formation and Transformation of .Archaeological Occurrences. Oxford: BAR. Schick, K.D., 1987. Experimentally-derived criteria for assessing hydrologic disturbance of archaeological site",bad_keyword
Kalamho Falls Prehistoric Site,,,,,data/google-drive-pdfs/Brumm_MoviusLine_Paleolithic.pdf,295,"uccini & R.L. Ciochon. (Advances in Human Evolution Series). New Jersey: Paramount Communications, 569-596. Schick, K.D., 2001. An examination ofKalambo Falls Acheulean Site (B5) from a geoarchaeological perspective, in Kalamho Falls Prehistoric Site HI: the Earlier Cultures: Middle and Earlier Stone .Age, ed. J.D. Clark. Cambridge: Cambridge University Press, 463-480. Schick, K.D. & J.D. Clark, 2003. Biface technological development and variability in the Acheulean",bad_keyword
Acheulean Industrial Complex,,,,,data/google-drive-pdfs/Brumm_MoviusLine_Paleolithic.pdf,295,"oric Site HI: the Earlier Cultures: Middle and Earlier Stone .Age, ed. J.D. Clark. Cambridge: Cambridge University Press, 463-480. Schick, K.D. & J.D. Clark, 2003. Biface technological development and variability in the Acheulean Industrial Complex in the Middle Awash region of the Afar Rift, Ethiopia, 281",bad_keyword
Lower Palaeolithic Sites,,,,,data/google-drive-pdfs/Brumm_MoviusLine_Paleolithic.pdf,297,"ses, and ""living floors"" from the Early Paleolithic site of'Ubeidiya (Jordan Valley, Israel). Geoarchaeology 14(2), 191-207. Shejiang Wang, 2005. Perspectives on Hominid Behaviour and Settlement Patterns: a Study of the Lower Palaeolithic Sites in the Luonan Basin, China. Oxford: BAR. Shen, C. & C. Chen, 2000. A use-wear study of lithic artifacts from Xiaochangliang and hominid activities inNihewan Basin. Acta .Anthropologica Sinica(S\x'p'(i\tm&c\X) 19, 119-12",bad_keyword
Kalambo Falls Prehistoric Site,,,,,data/google-drive-pdfs/Brumm_MoviusLine_Paleolithic.pdf,302,"ntal studies, in Koobi Fora Research Project. I'olume 5: Plio-Pleistocene Archaeology, ed. G.Ll. Isaac. Oxford: Clarendon Press, 363-388. Toth, N.. 2001. Experiments in quarry ing large flake blanks at Kalambo Falls, in Kalambo Falls Prehistoric Site III: the Earlier Cultures: Middle and Earlier Stone Age, ed. J.D. Clark. Cambridge: Cambridge University Press, 600-604. Toth. N. & K. Schick, 1993. Early stone industries and inferences regarding language and cognition",bad_keyword
Archeological Sites,,,,,data/google-drive-pdfs/Brumm_MoviusLine_Paleolithic.pdf,353,"•l i 1 ' |! -ifiCC ' ^ r-H, CHOPPER- CHOPPING T O O L S ^^ - Yuantnou Basin \ • . V Mae Tha. BarADon Mun, \ Kao Pah Nal* f f Sunda Shelf Stone Tools and Bamboo • Archeological Sites j j j j Acheulean Tools Bamboo (probable natural distribution) Sangiran . j Figure 5.2. Map showing the 'Bamboo Line', the proposed geographical correlation between the Movius Line and the distribution of bamboo in East",bad_keyword
Liang Bua. Scale,,,,,data/google-drive-pdfs/Brumm_MoviusLine_Paleolithic.pdf,442,"Figure 9.11. Flake blank cores, Liang Bua. Scale bars are in 10 mm increments.",bad_keyword
Liang Bua. Scale,,,,,data/google-drive-pdfs/Brumm_MoviusLine_Paleolithic.pdf,448,"(A Figure 9.18. 'Perforators', Liang Bua. Scale bars are in 10 mm increments.",bad_keyword
Koobi Fora. Sites,,,,,data/google-drive-pdfs/Brumm_MoviusLine_Paleolithic.pdf,470,"B Oldowan overbank 1 40 - - - FxJj 11 Oldowan overbank 1 25 - - - FxJj 1 Oldowan overbank 1 45 - - - Table 6.6. Comparison between the mean dimensions of Mode 1 'regular discoids' from Oldowan and Acheulean assemblages, Koobi Fora. Sites FxJj 33, 37 and 63 are Acheulean, the rest are Oldowan (after Isaac and J.W.K. Harris 1997).",bad_keyword
Koobi Fora. Sites,,,,,data/google-drive-pdfs/Brumm_MoviusLine_Paleolithic.pdf,471,"0 AB Oldowan overbank 5 47 4 5 4 FxJj 11 Oldowan overbank - - - - - FxJj 1 Oldowan overbank 1 55 - - - Table 6.7. Comparison between the mean dimensions of Mode 1 'flake scrapers' from Oldowan and Acheulean assemblages, Koobi Fora. Sites FxJj 33, 37 and 63 are Acheulean, the rest are Oldowan (after Isaac and J.W.K. Harris 1997).",bad_keyword
Koobi Fora. Sites,,,,,data/google-drive-pdfs/Brumm_MoviusLine_Paleolithic.pdf,472,"overbank 472 32 11 77 12 FxJj 11 Oidowan overbank 157 27 12 66 13 FxJj 1 Oidowan overbank 47 35 16 95 9 Table 6.8. Comparison between the mean dimensions of Mode 1 'whole fiaices' from Oidowan and Acheuiean assemblages, Koobi Fora. Sites FxJj 33, 37 and 63 are Acheuiean, the rest are Oidowan (after Isaac and J.W.K. Harris 1997).",bad_keyword
Koobi Fora. Sites,,,,,data/google-drive-pdfs/Brumm_MoviusLine_Paleolithic.pdf,473,"AB Oldowan overbank 2 57 7 62 52 FxJj 11 Oldowan overbank 2 36 1 37 35 FxJj 1 Oldowan overbank 1 57 - - - Table 6.9. Comparison between the mean dimensions of Mode 1 'polyhedrons' from Oldowan and Acheulean assemblages, Koobi Fora. Sites FxJj 33, 37 and 63 are Acheulean, the rest are Oldowan (after Isaac and J.W.K. Harris 1997).",bad_keyword
The Sites,,,,,data/google-drive-pdfs/BukitBangkai_Mesolithic.pdf,5,"rs. It is also possible to consume vertebrate animals from swamp forest environments. It is also possible to consume the type of tubers as well as the cave inhabitants of Gua Liang Bangkai 10. e) Spread kitchenmidden on The Sites of Gua Liang Jago Based on the surface survey, the distribution of kitchenmidden is found on the cave floor the Sites of Gua Liang Jago. The distribution of kitchenmidden in the form of food scraps consists of the remai",bad_keyword
Toalian Sites,,,,,data/google-drive-pdfs/BukitBangkai_Mesolithic.pdf,7,", Soemodihardjo, S. and Kastoro, S, 1982, Shallow Water Marine Molluscs of North -West Jawa, Jakarta: Lembaga Oseonogi Nasional, Lembaga Ilmu Pengetahuan Indonesia [13] Hooijer, D. A. , 1950, Man and Other Mammals from Toalian Sites in South-Western Celebes, Amsterdam:Nort-Holland Publishing Comany [14] Chazine, Jean -Michel dan Jean -George Ferrié, 2018. ”Recen Archeological Discoveries in East Kalimantan, Indonesia” IPPA Bulletin 28, pp. 16-22 Ad",bad_keyword
Chronology Sites,,,,,data/google-drive-pdfs/BurialJarTradition.pdf,16,8. Traditions of Jars as Mortuary Containers in the Indo-Malaysian Archipelago 155 terra australis 45 Table 8.6 Proposed Indo-Malaysian Archipelago mortuary jar container traditions. Tradition name Geographical area Chronology Sites contain other disposal modes? Contemporary sites lacking mortuary jars? Basis for recognising tradition Comments Far northern Philippines Batanes and Babuyan Islands First and second millennia AD Not documented Not docu,bad_keyword
Chronology Sites,,,,,data/google-drive-pdfs/BurialJarTradition.pdf,17,"156 New Perspectives in Southeast Asian and Pacific Prehistory terra australis 45 Tradition name Geographical area Chronology Sites contain other disposal modes? Contemporary sites lacking mortuary jars? Basis for recognising tradition Comments Sulawesi secondary burials Karama River, Lake Matano, southwest Sulawesi First millennium to seventeenth c",bad_keyword
The Lapita Cultural Complex,,,,,data/google-drive-pdfs/BurialJarTradition.pdf,25,"off. Valentin, F ., J.-i. Choi, H. Lin, S. Bedford and M. Spriggs. 2015. Three-thousand-year-old jar-burials at the T eouma cemetery (Vanuatu): A Southeast Asian–Lapita connection? In C. Sand, S. Chiu and N. Hogg (eds), The Lapita Cultural Complex in Time and Sapce: Expansion Routes, Chronologies and Typologies, pp. 81–101. Noumea: Institut d’archéologie de la Nouvelle-Calédonie et du Pacifique. Widianto, H. 2006. Cranio-morphological aspects of the recent discov",bad_keyword
The Sites,,,,,data/google-drive-pdfs/Butta Toa.pdf,66,"lover, I. C. dan Presland, G.. 1985. “ Microlihts in Indonesia Flaked Stone Industry”, dalam Misra V. N dan Bellwood (eds.), Recent Advances in Indo-Pacific Prehistory, 185-195. Hakim, Budianto, Nur, dan Rustan. 2009. “ The Sites of Gua Pasaung (Rammang-Rammang) and Mallawa: Indicators of Cultural Contact between the Tolian and Neolithic Complexes in South Sulawesi ”. Bulletin of Indo-Pacific Prehistory Association 29: 45-52 Hakim, B., Suryatman",bad_keyword
Mid-late Holosen Toalean Sites,,,,,data/google-drive-pdfs/Butta Toa.pdf,67,"for small-bodied hominins from the Late Pleistocene of Flores, Indonesia”. Nature, 437: 1012-1017. Mulvaney, D. J., dan Soejono, R.P .. 1970. “ Archaeology in Sulawesi, Indonesia”. Antiquity, 45: 26-33. Pasqua, M. 1995. Mid-late Holosen Toalean Sites in South Sulawesi: A Technological Analysis . Submitted in partial fulfiment of the requirement for the degree of bachelor of Science (Honours) . Centre for Archaeology, University of Western Australia. Sarasin, P ., da",bad_keyword
Toalian Sites,,,,,data/google-drive-pdfs/Butta Toa.pdf,92,"i Budaya T oala, Logam, dan Tradisi Berlanjut di Bantaeng Heekeren, H. R. van. 1972. The Stone Age of Indonesia . Den Haag:The Haque Martinus Nijhoff, Land- en Volkenkunde. Hooijer, D.A. 1950. Man and other Mammals from Toalian Sites in South- Western Celebes. Verhandelingen der Koninklijke Nederlandsche Akademic van Wetenschappen, afd, Naturkunde 44: 7-160. Musser, G. 1987. The Mammals of Sulawesi. In T.C. Whitmore (ed.), Biogeographical Evolution",bad_keyword
Two New Rock Art Sites,,,,,data/google-drive-pdfs/Butta Toa.pdf,104,"hur Orang Bugis”. Wallennae. 13: 39-45. Oktaviana, Adhi Agus; David Bulbeck; Sue O’Connor; Budianto Hakim; Suryatman, Unggul Prasetyo, Emma St Pierre and Fakhri. 2016. “Hand Stencils With And Without Narrowed Fingers at Two New Rock Art Sites In Sulawesi, Indonesia”. Rock Art Research, Vol. 33, Number 1.",bad_keyword
The Sites,,,,,data/google-drive-pdfs/Butta Toa.pdf,211,"192 Tentang Editor dan Penulis Meaning and Motifs (Sulawesi Symposium, The Archaeology of Sulawesi- An Update, 2016); The Sites of gua pasaung (Rammang-Rammang) and Mallawa: Indicators of Cultural Contact between the Toalian and neolithic complexes in South Sulawesi (IPPA Bulletin, 2009); Stone Tools Technology and Occupation Phases at Batu Ejay",bad_keyword
Prehitoric Sites,,,,,data/google-drive-pdfs/Butta Toa.pdf,211,"Toalian and neolithic complexes in South Sulawesi (IPPA Bulletin, 2009); Stone Tools Technology and Occupation Phases at Batu Ejayya, South Sulawesi ( Jurnal Review of Indonesian Malaysian Affairs, 2013); Exploration of Prehitoric Sites in the Karama Watershed, West Sulawesi, Indonesia: from Early Occupation until the Metal Age ( Journal of Indo-Pacific Archaeology , 2015); Hand Stencils With and Without Narrowed Fingers at two New Rock Art Sites in Su",bad_keyword
New Rock Art Sites,,,,,data/google-drive-pdfs/Butta Toa.pdf,211,"tion of Prehitoric Sites in the Karama Watershed, West Sulawesi, Indonesia: from Early Occupation until the Metal Age ( Journal of Indo-Pacific Archaeology , 2015); Hand Stencils With and Without Narrowed Fingers at two New Rock Art Sites in Sulawesi, Indonesia (Jurnal Rock Art Research, 2016). Fakhri, S. S. Lahir di Ujung Pandang, 5 April 1981. Menyelesaikan pendidikan Strata satu (S1) pada Jurusan Arkeologi Universitas Hasanuddin (1999). Sejak 2011 men",bad_keyword
Megalithic Sites,,,,,data/google-drive-pdfs/Butta Toa.pdf,212,"tus–Situs Berciri Austronesia di Pantai Timur dan Selatan Pulau Selayar” ( Jurnal Walennae 2009); “Eksistensi Benteng Wabula Sebagai Bentuk Pertahanan Berlapis Kerajaan Buton, Sulawesi Tenggara” (Jurnal Walennae 2010); “Megalithic Sites in The District of Sinjai, South Sulawesi, Indonesia” dalam Bulletin of Indo-Pacific Prehistory Association, Vol. 31, hlm. 76-84. Autralian National University (2011); “Megalitik dan Hubungannya dengan Sistem Pertanian",bad_keyword
Neolithic Sites,,,,,data/google-drive-pdfs/Butta Toa.pdf,212,"do-Pacific Prehistory Association, Vol. 31, hlm. 76-84. Autralian National University (2011); “Megalitik dan Hubungannya dengan Sistem Pertanian di Sulawesi Selatan”, dalam buku Pernik-Pernik Megalitik Nusantara (2015); Neolithic Sites in Enrekang County, South Sulawesi (Sulawesi Symposium, The Archaeology of Sulawesi-An Update, 2016).",bad_keyword
The Sites,,,,,data/google-drive-pdfs/Butta Toa.pdf,213,"nnae, Kabupaten Soppeng, Sulawesi Selatan” (Jurnal Konservasi Cagar Budaya Borobudur, 2015); “Dari Hand Stencil ke Hand Print, Bukti Kontak BudayaToala dengan Pendatang Austronesia” (Jurnal Walannae, Balar Sulsel 2011); The Sites of Gua Pasaung (Rammang-rammang) and Mallawa: Indicators of Cultural Contact Between the Toalian and Neolithic Complexes in South Sulawesi (Jurnal Indo-Pacific Prehistory Association, 2009); Two Bronze Statue From Selay",bad_keyword
Prehitoric Sites,,,,,data/google-drive-pdfs/Butta Toa.pdf,214,"antaeng: Studi Kasus Pesta Adat Pajjukukang” (Jurnal Walennae, 2011); “Stone Tools Technology and Occupation Phases at Batu Ejayya, South Sulawesi” ( Jurnal Review of Indonesian Malaysian Affairs, 2013); “Exploration of Prehitoric Sites in the Karama Watershed, West Sulawesi, Indonesia: from Early Occupation until the Metal Age” (Jurnal of Indo-Pacific Archaeology, 2015); “The Sakkara Site: New Data on Prehistoric Occupation from the Metal Phase (2000",bad_keyword
New Rock Art Sites,,,,,data/google-drive-pdfs/Butta Toa.pdf,214,"ion from the Metal Phase (2000 BP) along the Karama River Drainage, Western Sulawesi, Indonesia” (Sulawesi Symposium, The Archaeology of Sulawesi-An Update, 2016); “Hand Stencils With and Without Narrowed Fingers at two New Rock Art Sites in Sulawesi, Indonesia” (Jurnal Rock Art Research, 2016).",bad_keyword
Dating Palaeolithic Sites,,,,,data/google-drive-pdfs/Cherry_Leppard_2015_World_Archaeology.pdf,18,"Chile.” Proceedings of the National Academy of Sciences 104: 10335–9. doi:10.1073/pnas.0703993104. Strasser, T. F., C. Runnels, K. Wegman, E. Panagopoulou, F. McCoy, C. DiGregorio, P . Karkanas, and N. Thompson. 2011. “Dating Palaeolithic Sites in Southwestern Crete, Greece. ” Journal of Quaternary Science 26: 553 –60. doi: 10.1002/jqs.1482. Tichy, R. 2000. “Expedice Monoxylon II: diabany clun v neolitu západního Stredmorí. ” Rekonstrukce a Experiment v Archeo",bad_keyword
Radiocarbon Dates From Toalean Sites,,,,,data/google-drive-pdfs/CultureHistoryToaleanSSul.pdf,9,78 ASIAN PERSPECTIVES • 39(1-2) • SPRING AND FALL 2000 Table 3. Radiocarbon Dates From Toalean Sites CALIBRATED SITE LAB. NO. MATERIAL DETERMINATION 2-SIGMA RANGE Batu Ejaya 1 ANU-392 Charcoal 920 ± 275 b.p. 340-1340 b.p. Batu Ejaya 1 Wk-5464 Marine shell 4430 ± 50 b.p. 4420-4780 b.p. Batu Ejaya 1 Wk-5465 Marine shell,bad_keyword
Leang Codong. THE PATANUANG ASUE VALLEY SITES,,,,,data/google-drive-pdfs/CultureHistoryToaleanSSul.pdf,12,"TOALEAN CULTURAL HISTORY 8l the Boia Batu stone artifacts were made from an inferior type of volcanic stone, but there is no evidence to suggest that fine cryptocrystalline stone was not uti- lized at Panisi Takbutu or Leang Codong. THE PATANUANG ASUE VALLEY SITES, MAROS In 1936 and 1937, Van Heekeren excavated two shelters facing each other across the Patanuang Asue River, which drains the limestone karsts behind the Maros coastal plain. Although only his description of one of t",bad_keyword
